Serial,Name,Fl,Birth,Death,Inventory,ScienceField,Index,Duplicate,BirthCountry,WorkCountry,Ethnicity,Woman,No. of Inventories
6990,"Roche, Edouard ",1860,1820,1883,Science,Astr,8.27,0,France,France,French,0,
6992,"Rock, John",1930,1890,1984,Science,Medi,12.34,0,USA,USA,USA,0,
22290,"Rodchenko, Alexander",1931,1891,1956,Art.West,,4.87,0,Russia,Russia,Slavic,0,
13445,"Rodenbach, Georges",1895,1855,1898,Lit.West,,3.31,0,Belgium,Belgium,Flemish,0,
22291,"Rodin, Auguste",1880,1840,1917,Art.West,,27.11,0,France,France,French,0,
6994,"Roebling, John ",1846,1806,1869,Science,Tech,8.60,0,Germany,USA,Germanic,0,
6995,"Roebuck, John",1758,1718,1794,Science,Tech,14.30,0,Britain,Britain,English,0,
13453,"Rojas, Fernando de",1505,1465,1541,Lit.West,,1.50,0,Spain,Spain,Jewish,0,
13459,"Rolland, Romain",1906,1866,1944,Lit.West,,9.15,0,France,France,French,0,
7019,"Rolle, Michel",1692,1652,1719,Science,Math,3.36,0,France,France,French,0,
13464,"Romains, Jules (Farigoule)",1925,1885,1972,Lit.West,,9.31,0,France,France,French,0,
7028,"Römer, Ole ",1684,1644,1710,Science,Astr,12.32,0,Denmark,Denmark,Danish,0,
22299,"Romney, George",1774,1734,1802,Art.West,,1.25,0,Britain,Britain,English,0,
13466,"Ronsard, Pierre de",1564,1524,1585,Lit.West,,18.07,0,France,France,French,0,
6999,"Röntgen, Wilhelm ",1885,1845,1923,Science,Phys,22.45,0,Germany,Germany,Germanic,0,
42424,"Rore, Cypriano de",1555,1515,1565,Music.West,,5.62,0,Belgium,Italy,Flemish,0,
31336,Roscellinus,1090,1050,1112,Phil.West,,0.83,0,France,France,French,0,
7044,"Roscoe, Henry ",1873,1833,1915,Science,Chem,2.46,0,Britain,Britain,English,0,
42428,"Rosenmüller, Johann ",1659,1619,1684,Music.West,,1.63,0,Germany,Italy,Germanic,0,
7067,"Ross, Ronald",1897,1857,1932,Science,Medi,20.65,0,Britain,India,English,0,
7070,"Rossby, Carl",1938,1898,1957,Science,Eart,5.19,0,Sweden,USA,Swedish,0,
22307,"Rossellino, Antonio",1467,1427,1479,Art.West,,3.55,0,Italy,Italy,Italian,0,
22308,"Rossellino, Bernardo",1449,1409,1464,Art.West,,4.66,0,Italy,Italy,Italian,0,
13472,"Rossetti, Dante Gabriel",1868,1828,1882,Lit.West,,6.14,1,Britain,Britain,Italian,0,2
22309,"Rossetti, Dante Gabriel",1868,1828,1882,Art.West,,7.94,1,Britain,Britain,Italian,0,2
7072,"Rossi, Bruno ",1945,1905,,Science,Phys,5.07,0,Italy,Italy,Italian,0,
42436,"Rossi, Luigi",1637,1597,1653,Music.West,,4.00,0,Italy,Italy,Italian,0,
42438,"Rossi, Salamone ",1610,1570,1630,Music.West,,1.50,0,Italy,Italy,Jewish,0,
42439,"Rossini, Gioachino",1832,1792,1868,Music.West,,21.49,0,Italy,Italy,Italian,0,
22311,Rosso Fiorentino,1534,1494,1540,Art.West,,10.47,0,Italy,Italy,Italian,0,
22313,"Rosso, Medardo",1898,1858,1928,Art.West,,2.16,0,Italy,Italy,Italian,0,
13474,"Rostand, Edmond",1908,1868,1918,Lit.West,,5.33,0,France,France,French,0,
13476,"Roth, Joseph",1934,1894,1939,Lit.West,,0.69,0,Austria,Austria,Germanic,0,
22316,"Rothko, Mark",1943,1903,1970,Art.West,,10.53,0,Russia,USA,Jewish,0,
22319,"Rouault, Georges",1911,1871,1958,Art.West,,9.96,0,France,France,French,0,
22321,"Rousseau, Henri",1884,1844,1910,Art.West,,11.68,0,France,France,French,0,
13482,"Rousseau, Jean-Jacques",1752,1712,1778,Lit.West,,47.82,1,Switzerland,France,French,0,3
31340,"Rousseau, Jean-Jacques",1752,1712,1778,Phil.West,,17.44,1,Switzerland,France,French,0,3
42443,"Rousseau, Jean-Jacques",1752,1712,1778,Music.West,,7.59,1,Switzerland,France,French,0,3
22322,"Rousseau, Theodore",1852,1812,1867,Art.West,,6.84,0,France,France,French,0,
42444,"Roussel, Albert",1909,1869,1937,Music.West,,4.67,0,France,France,French,0,
7091,"Roux, Pierre ",1893,1853,1933,Science,Medi,24.91,0,France,France,French,0,
7096,"Rowland, Henry ",1888,1848,1901,Science,Phys,5.19,0,USA,USA,USA,0,
14587,Ruan Ji,259,219,263,Lit.China,,5.51,0,China,China,Chinese,0,
22325,"Rubens, Peter Paul",1617,1577,1640,Art.West,,48.93,0,Belgium,Netherlands,Dutch,0,
13491,"Rückert, Friedrich",1828,1788,1866,Lit.West,,2.36,0,Germany,Germany,Germanic,0,
13492,Rudaki,899,,,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
7111,"Rudbeck, Olof",1670,1630,1702,Science,Biol,9.31,0,Sweden,Sweden,Swedish,0,
22327,"Rude, Francois",1824,1784,1855,Art.West,,5.17,0,France,France,French,0,
7115,"Rudolff, Christoff",1540,1500,1545,Science,Math,8.48,0,Germany,Austria,Germanic,0,
13496,"Rueda, Lope de",1550,1510,1565,Lit.West,,3.02,0,Spain,Spain,Spanish,0,
7113,"Ruedenberg, Reinhold",1923,1883,1961,Science,Phys,7.27,0,Germany,Germany,Germanic,0,
7122,"Ruffini, Paolo",1805,1765,1822,Science,Math,7.24,0,Italy,Italy,Italian,0,
42462,"Ruggles, Carl ",1916,1876,1971,Music.West,,1.27,0,USA,USA,USA,0,
7126,"Ruhmkorff, Heinrich",1843,1803,1877,Science,Tech,9.01,0,Germany,France,Germanic,0,
22329,"Ruisdael, Jacob van",1668,1628,1682,Art.West,,11.69,0,Netherlands,Netherlands,Dutch,0,
13501,"Ruiz de Alarcon y Mendoza, Juan",1621,1581,1639,Lit.West,,5.14,0,Latin Am,Spain,Latino,0,
13502,"Ruiz, Juan (Archpriest of Hita)",1323,1283,1350,Lit.West,,3.58,0,Spain,Spain,Spanish,0,
13503,"Runeberg, Johann Ludvig",1844,1804,1877,Lit.West,,3.53,0,Finland,Finland,Finnish,0,
7136,"Runge, Friedlieb ",1834,1794,1867,Science,Chem,3.83,0,Germany,Germany,Germanic,0,
22331,"Runge, Philipp",1810,1777,1810,Art.West,,5.40,0,Germany,Germany,Germanic,0,
7139,"Rush, Benjamin",1786,1746,1813,Science,Medi,15.24,0,USA,USA,USA,0,
7140,"Ruska, Ernst ",1946,1906,1988,Science,Tech,7.70,0,Germany,Germany,Germanic,0,
31345,"Russell, Bertrand",1912,1872,1970,Phil.West,,17.72,0,Britain,Britain,English,0,
7142,"Russell, Bertrand ",1912,1872,1970,Science,Math,15.02,0,Britain,Britain,English,0,
7146,"Russell, Henry ",1917,1877,1957,Science,Astr,25.04,0,USA,USA,USA,0,
13508,Rutebeuf,1270,1230,1286,Lit.West,,5.60,0,France,France,French,0,
7155,"Rutherford, Daniel",1789,1749,1819,Science,Chem,4.85,0,Britain,Britain,Scots,0,
7156,"Rutherford, Ernest",1911,1871,1937,Science,Phys,87.67,0,New Zealand,Britain,New Zealand,0,
7164,"Ruzicka, Leopold ",1927,1887,1976,Science,Chem,8.02,0,Balkans,Switzerland,Croatian,0,
13512,"Rydberg, Abraham",1868,1828,1895,Lit.West,,2.74,0,Sweden,Sweden,Swedish,0,
13926,Ryutei Tanehiko,1823,1783,1842,Lit.Japan,,6.42,0,Japan,Japan,Japanese,0,
31348,Sa’adia ben Joseph (Gaon),932,892,942,Phil.West,,1.01,0,Arab World,Arab World,Arabic,0,
13517,Sa’di,1253,,,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
7171,"Sabatier, Paul",1894,1854,1941,Science,Chem,4.57,0,France,France,French,0,
7172,"Sabin, Albert ",1946,1906,1993,Science,Biol,4.37,0,Poland,USA,Jewish,0,
7174,"Sabine, Edward",1828,1788,1883,Science,Eart,18.94,0,Britain,Britain,Irish,0,
7175,"Sabine, Wallace ",1908,1868,1919,Science,Phys,7.59,0,USA,USA,USA,0,
7178,"Saccheri, Girolamo",1707,1667,1733,Science,Math,10.81,0,Italy,Italy,Italian,0,
13525,"Sacchetti, Franco",1370,1330,1400,Lit.West,,3.27,0,Italy,Italy,Italian,0,
42474,"Sacchini, Antonio",1770,1730,1786,Music.West,,1.67,0,Italy,Italy,Italian,0,
13527,"Sachs, Hans",1534,1494,1576,Lit.West,,4.44,0,Germany,Germany,Germanic,0,
7180,"Sachs, Julius von",1872,1832,1897,Science,Biol,23.28,0,Germany,Germany,Jewish,0,
13531,"Sade, Marquis de",1780,1740,1814,Lit.West,,6.58,0,France,France,French,0,
22341,"Saenredam, Pieter",1637,1597,1665,Art.West,,2.43,0,Netherlands,Netherlands,Dutch,0,
7189,"Saha, Meghnad",1934,1894,1956,Science,Phys,3.37,0,India,India,Indian,0,
13535,Saigyo (Sato Norikiyo),1158,1118,1190,Lit.Japan,,31.30,0,Japan,Japan,Japanese,0,
12091,Saikaku,1682,1642,1693,Lit.Japan,,78.92,0,Japan,Japan,Japanese,0,
7194,"Saint Vincent, Gregorius",1624,1584,1667,Science,Math,2.45,0,Belgium,Belgium,Flemish,0,
13540,"Saint-Exupéry, Antoine de ",1940,1900,1944,Lit.West,,5.50,0,France,France,French,0,
13542,Saint-John Perse (Marie Léger),1927,1887,1975,Lit.West,,4.98,0,France,France,French,0,
13544,"Saint-Pierre, Jacques de ",1777,1737,1814,Lit.West,,8.20,0,France,France,French,0,
42479,"Saint-Saëns, Camille",1875,1835,1921,Music.West,,12.67,0,France,France,French,0,
13547,"Saint-Simon, Henri de",1800,1760,1825,Lit.West,,1.73,0,France,France,French,0,
13546,"Saint-Simon, Louis",1715,1675,1755,Lit.West,,2.63,0,France,France,French,0,
7198,"Sainte-Claire Deville, Henri ",1858,1818,1881,Science,Chem,1.47,0,France,France,French,0,
21221,Sakai Hoitsu,1801,1761,1828,Art.Japan,,17.00,0,Japan,Japan,Japanese,0,
24019,Sakaida Kakiemon,1636,1596,1666,Art.Japan,,9.22,0,Japan,Japan,Japanese,0,
13550,Sakurada Jisuke,1774,1734,1806,Lit.Japan,,10.03,0,Japan,Japan,Japanese,0,
42484,"Salieri, Antonio",1790,1750,1825,Music.West,,4.67,0,Italy,Italy,Italian,0,
13554,"Salluste du Bartas, Guillaume de ",1584,1544,1590,Lit.West,,3.67,0,France,France,French,0,
13558,"Saltykov, Mikhail (N. Shchedrin)",1866,1826,1892,Lit.West,,6.12,0,Russia,Russia,Slavic,0,
22349,Salviati (de’ Rossi),1550,1510,1563,Art.West,,3.16,0,Italy,Italy,Italian,0,
42491,"Sammartini, Giovanni",1738,1698,1775,Music.West,,4.14,0,Italy,Italy,Italian,0,
13565,Sana'i ,1130,,,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
13569,"Sand, George (Dudevant)",1844,1804,1876,Lit.West,,8.96,0,France,France,French,1,
13570,"Sandburg, Carl",1918,1878,1967,Lit.West,,2.96,0,USA,USA,USA,0,
31362,Sankara,820,788,820,Phil.India,,100.00,0,India,India,Indian,0,
13574,"Sannazzaro, Jacopo",1496,1456,1530,Lit.West,,7.10,0,Italy,Italy,Italian,0,
22364,"Sansovino, Andrea",1507,1467,1529,Art.West,,2.41,0,Italy,Italy,Italian,0,
22365,"Sansovino, Il (Tatti)",1526,1486,1570,Art.West,,6.65,0,Italy,Italy,Italian,0,
31365,Santaraksita,725,,,Phil.India,,3.90,0,India,India,Indian,0,
31366,"Santayana, George",1903,1863,1952,Phil.West,,2.20,0,Spain,USA,Spanish,0,
14484,Santo Kyoden,1801,1761,1816,Lit.Japan,,55.72,0,Japan,Japan,Japanese,0,
7240,"Santorio, Santorio ",1601,1561,1636,Science,Medi,16.06,0,Italy,Italy,Italian,0,
13580,Sappho of Lesbos,-600,,,Lit.West,,10.46,0,Anc Greece,Anc Greece,Ancient Greek,1,
13582,"Sardou, Victorien",1871,1831,1908,Lit.West,,2.80,0,France,France,French,0,
22369,"Sargent, John",1896,1856,1925,Art.West,,1.99,0,USA,France,USA,0,
13586,"Saroyan, William",1948,1908,1981,Lit.West,,3.54,0,USA,USA,USA,0,
42510,"Sarti, Giuseppe",1769,1729,1802,Music.West,,1.66,0,Italy,Denmark,Italian,0,
13589,"Sartre, Jean-Paul",1945,1905,1980,Lit.West,,14.00,1,France,France,French,0,2
31370,"Sartre, Jean-Paul",1945,1905,1980,Phil.West,,11.84,1,France,France,French,0,2
24002,Sasaki Chojiro (Tanaka),1556,1516,1592,Art.Japan,,10.35,0,Japan,Japan,Japanese,0,
22371,Sassetta (di Giovanni),1432,1392,1450,Art.West,,3.04,0,Italy,Italy,Italian,0,
42513,"Satie, Erik",1906,1866,1925,Music.West,,7.33,0,France,France,French,0,
7257,"Saussure, Horace de",1780,1740,1796,Science,Eart,34.57,0,Switzerland,Switzerland,French,0,
7258,"Saussure, Nicholas de",1807,1767,1845,Science,Biol,5.84,0,Switzerland,Switzerland,French,0,
7263,"Sauveur, Joseph",1693,1653,1716,Science,Phys,6.01,0,France,France,French,0,
7270,"Savery, Thomas",1690,1650,1715,Science,Tech,27.91,0,Britain,Britain,English,0,
22378,"Savoldo, Girolamo",1520,1480,1548,Art.West,,2.84,0,Italy,Italy,Italian,0,
7277,"Scaliger, Julius ",1524,1484,1558,Science,Science,,0,Italy,France,Italian,0,
42521,"Scandello, Antonio",1557,1517,1580,Music.West,,1.00,0,Italy,Germany,Italian,0,
42524,"Scarlatti, Alessandro",1700,1660,1725,Music.West,,16.13,0,Italy,Italy,Italian,0,
42523,"Scarlatti, Domenico",1725,1685,1757,Music.West,,9.90,0,Italy,Italy,Italian,0,
13595,"Scarron, Paul",1650,1610,1660,Lit.West,,5.49,0,France,France,French,0,
13597,"Scève, Maurice",1550,1510,1564,Lit.West,,3.90,0,France,France,French,0,
7282,"Schaefer, Vincent ",1946,1906,1993,Science,Phys,5.73,0,USA,USA,USA,0,
42527,"Schaeffer, Pierre",1949,1910,1995,Music.West,,2.53,0,France,France,French,0,
7292,"Scheele, Carl",1782,1742,1786,Science,Chem,53.27,0,Sweden,Sweden,Swedish,0,
42531,"Scheibe, Johann",1748,1708,1776,Music.West,,1.34,0,Germany,Germany,Germanic,0,
42533,"Scheidemann, Heinrich",1635,1595,1663,Music.West,,1.21,0,Germany,Germany,Germanic,0,
42534,"Scheidt, Samuel",1627,1587,1654,Music.West,,6.07,0,Germany,Germany,Germanic,0,
42535,"Schein, Johann",1626,1586,1630,Music.West,,4.25,0,Germany,Germany,Germanic,0,
7298,"Scheiner, Christoph",1613,1573,1650,Science,Astr,17.68,0,Germany,Germany,Germanic,0,
31379,"Schelling, Friedrich",1815,1775,1854,Phil.West,,13.29,0,Germany,Germany,Germanic,0,
42538,"Schenk, Johann",1793,1753,1836,Music.West,,1.00,0,Austria,Austria,Germanic,0,
7306,"Schiaparelli, Giovanni ",1875,1835,1910,Science,Astr,21.08,0,Italy,Italy,Italian,0,
7309,"Schickard, Wilhelm",1632,1592,1635,Science,Science,,0,Germany,Germany,Germanic,0,
22385,"Schiele, Egon",1918,1890,1918,Art.West,,4.67,0,Germany,Germany,Germanic,0,
31380,"Schiller, Ferdinand",1904,1864,1937,Phil.West,,4.03,0,Switzerland,Britain,Germanic,0,
13607,"Schiller, Johann",1799,1759,1805,Lit.West,,37.74,0,Switzerland,Germany,Germanic,0,
13610,"Schlegel, August von ",1807,1767,1845,Lit.West,,10.75,0,Germany,Germany,Germanic,0,
7321,"Schleiden, Matthias ",1844,1804,1881,Science,Biol,34.88,0,Germany,Germany,Germanic,0,
31383,"Schleiermacher, Friedrich",1808,1768,1834,Phil.West,,4.16,0,Czech,Germany,Czech,0,
22388,"Schlemmer, Oskar",1928,1888,1943,Art.West,,2.38,0,Germany,Germany,Germanic,0,
31384,"Schlick, Moritz",1922,1882,1936,Phil.West,,3.80,0,Czech,Austria,Jewish,0,
22390,"Schmidt-Rottluff, Karl",1924,1884,1976,Art.West,,3.87,0,Germany,Germany,Germanic,0,
7331,"Schmidt, Bernhard ",1919,1879,1935,Science,Phys,6.73,0,Russia,Germany,Slavic,0,
7340,"Schmidt, Paul",1942,,,Science,Tech,4.85,0,Germany,Germany,Germanic,0,
42550,"Schmitt, Florent",1910,1870,1958,Music.West,,3.52,0,France,France,French,0,
13617,"Schnitzler, Arthur",1902,1862,1931,Lit.West,,3.81,0,Austria,Austria,Jewish,0,
42554,"Schobert, Johann",1767,1735,1767,Music.West,,2.96,0,Germany,France,Germanic,0,
7352,"Schoenheimer, Rudolf",1938,1898,1941,Science,Biol,9.69,0,Germany,USA,Jewish,0,
7353,"Schönbein, Christian ",1839,1799,1868,Science,Chem,4.42,0,Germany,Germany,Germanic,0,
42556,"Schönberg, Arnold",1914,1874,1951,Music.West,,39.00,0,Austria,Austria,Jewish,0,
22393,"Schongauer, Martin",1470,1430,1491,Art.West,,12.75,0,Germany,Germany,Germanic,0,
31389,"Schopenhauer, Arthur",1828,1788,1860,Phil.West,,24.24,0,Germany,Germany,Germanic,0,
42557,"Schreker, Franz",1918,1878,1934,Music.West,,2.32,0,Austria,Austria,Jewish,0,
7380,"Schrödinger, Erwin",1927,1887,1961,Science,Phys,27.10,0,Austria,Germany,Germanic,0,
42563,"Schubert, Franz",1828,1797,1828,Music.West,,44.27,0,Austria,Austria,Germanic,0,
13623,"Schulz, Bruno",1932,1892,1942,Lit.West,,0.96,0,Poland,Poland,Jewish,0,
42566,"Schulz, Johann",1787,1747,1800,Music.West,,1.65,0,Germany,Germany,Germanic,0,
42567,"Schuman, William",1949,1910,1992,Music.West,,2.28,0,USA,USA,Jewish,0,
42569,"Schumann, Robert",1850,1810,1856,Music.West,,42.32,0,Germany,Germany,Germanic,0,
42573,"Schütz, Heinrich",1625,1585,1672,Music.West,,12.90,0,Germany,Germany,Germanic,0,
7398,"Schwabe, Samuel",1829,1789,1875,Science,Astr,11.71,0,Germany,Germany,Germanic,0,
7399,"Schwann, Theodor  ",1850,1810,1882,Science,Biol,48.27,0,Germany,Germany,Germanic,0,
7408,"Schwarzschild, Karl",1913,1873,1916,Science,Astr,19.04,0,Germany,Germany,Jewish,0,
7409,"Schweigger, Johann  ",1819,1779,1857,Science,Phys,7.48,0,Germany,Germany,Germanic,0,
42575,"Schweitzer, Anton",1775,1735,1787,Music.West,,1.00,0,Germany,Germany,Germanic,0,
22398,"Schwitters, Kurt",1927,1887,1948,Art.West,,8.36,0,Germany,Germany,Germanic,0,
13630,"Scott, Walter",1811,1771,1826,Lit.West,,32.83,0,Britain,Britain,Scots,0,
42581,"Scriabin, Alexander",1912,1872,1915,Music.West,,8.15,0,Russia,Russia,Slavic,0,
13631,"Scribe, Eugene",1831,1791,1861,Lit.West,,4.92,0,France,France,French,0,
13633,"Scudery, Madelaine de",1648,1608,1701,Lit.West,,3.23,0,France,France,French,1,
22404,Sebastiano del Piombo,1525,1485,1547,Art.West,,4.48,0,Italy,Italy,Italian,0,
7431,"Secchi, Pietro ",1858,1818,1878,Science,Astr,18.54,0,Italy,Italy,Italian,0,
7434,"Sedgwick, Adam",1825,1785,1873,Science,Eart,30.69,0,Britain,Britain,English,0,
7437,"Seebeck, Thomas ",1810,1770,1831,Science,Phys,7.42,0,Russia,Germany,Estonian,0,
13641,"Seghers, Anna (Radvanyi)",1940,1900,1983,Lit.West,,2.46,0,Germany,Germany,Jewish,1,
22407,"Seghers, Hercules ",1629,1589,1635,Art.West,,1.95,0,Netherlands,Netherlands,Dutch,0,
7448,"Segrè, Emilio",1945,1905,1989,Science,Phys,21.56,0,Italy,USA,Jewish,0,
7450,"Seguin, Marc",1826,1786,1875,Science,Tech,13.15,0,France,France,French,0,
13644,Sei Shonagon,1005,965,1024,Lit.Japan,,52.26,0,Japan,Japan,Chinese,1,
7461,"Semmelweiss, Ignaz ",1858,1818,1865,Science,Medi,33.72,0,Hungary,Austria,Hungarian,0,
13653,Seneca,43,3,65,Lit.West,,24.06,1,Rome,Rome,Ancient Roman,0,2
31400,Seneca,43,3,65,Phil.West,,4.06,1,Rome,Rome,Ancient Roman,0,2
7471,"Senefelder, Aloys",1811,1771,1834,Science,Tech,9.01,0,Czech,Germany,Czech,0,
42596,"Senfl, Ludwig",1526,1486,1543,Music.West,,3.75,0,Switzerland,Germany,Germanic,0,
31401,Sengzhao,414,374,414,Phil.China,,3.89,0,China,China,Chinese,0,
42598,"Sermisy, Claudin de",1530,1490,1562,Music.West,,2.69,0,France,France,French,0,
7485,"Sertürner, Friedrich ",1823,1783,1841,Science,Medi,21.92,0,Czech,Germany,Germanic,0,
7487,"Servetus, Michael",1551,1511,1553,Science,Biol,25.86,0,Spain,Switzerland,Spanish,0,
42602,"Sessions, Roger",1936,1896,1985,Music.West,,4.14,0,USA,USA,USA,0,
22421,Sesson Shukei,1544,1504,1589,Art.Japan,,19.64,0,Japan,Japan,Japanese,0,
22424,"Seurat, Georges",1891,1859,1891,Art.West,,22.19,0,France,France,French,0,
22425,"Severini, Gino",1923,1883,1966,Art.West,,3.65,0,Italy,France,Italian,0,
13662,"Sevigne, Marie de",1666,1626,1696,Lit.West,,5.17,0,France,France,French,1,
31403,Sextus Empiricus,200,,,Phil.West,,2.98,0,Anc Greece,Anc Greece,Ancient Greek,0,
22429,"Shahn, Ben",1938,1898,1969,Art.West,,2.16,0,Russia,USA,Jewish,0,
13667,"Shakespeare, William",1604,1564,1616,Lit.West,,100.00,0,Britain,Britain,English,0,
31405,Shaoyong,1051,1011,1077,Phil.China,,6.13,0,China,China,Chinese,0,
7511,"Shapley, Harlow",1925,1885,1972,Science,Astr,22.45,0,USA,USA,USA,0,
7518,"Sharpey-Schäfer, Edward ",1890,1850,1935,Science,Medi,14.22,0,Britain,Britain,Germanic,0,
13672,"Shaw, George",1896,1856,1950,Lit.West,,17.95,0,Britain,Britain,Irish,0,
7526,"Shaw, Louis",1926,1886,1940,Science,Medi,8.15,0,USA,USA,USA,0,
13674,"Shawqi, Ahmad",1908,1868,1932,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
13676,"Shelley, Percy",1822,1792,1822,Lit.West,,24.89,0,Britain,Britain,English,0,
14670,Shen Jiji,780,,,Lit.China,,6.62,0,China,China,Chinese,0,
14674,Shen Yue (Shen Yo),481,441,513,Lit.China,,15.46,0,China,China,Chinese,0,
22439,Shen Zhou,1467,1427,1509,Art.China,,55.98,0,China,China,Chinese,0,
22449,Sheng Mao,1350,,,Art.China,,5.09,0,China,China,Chinese,0,
31407,Shenhui,750,,,Phil.China,,1.13,0,China,China,Chinese,0,
31406,Shenxiu,646,606,706,Phil.China,,1.22,0,China,China,Chinese,0,
13680,"Sheridan, Richard",1791,1751,1816,Lit.West,,5.26,0,Britain,Britain,English,0,
7544,"Sherrington, Charles ",1897,1857,1952,Science,Biol,17.94,0,Britain,Britain,English,0,
22452,Shi Ke,900,,,Art.China,,6.68,0,China,China,Chinese,0,
13687,Shi Naian,1250,,,Lit.China,,15.87,0,China,China,Chinese,0,
21440,Shiba Kokan,1787,1747,1818,Art.Japan,,13.56,0,Japan,Japan,Japanese,0,
13685,Shiga Naoya,1923,1883,1971,Lit.Japan,,47.70,0,Japan,Japan,Japanese,0,
12692,Shiki,1902,1867,1902,Lit.Japan,,64.49,0,Japan,Japan,Japanese,0,
13689,Shikitei Samba (Kikuchi Hisanori),1815,1775,1822,Lit.Japan,,26.77,0,Japan,Japan,Japanese,0,
24020,Shimomura Kanzan,1913,1873,1930,Art.Japan,,9.39,0,Japan,Japan,Japanese,0,
22453,Shitao (Yuanji),1682,1642,1718,Art.China,,50.48,0,China,China,Chinese,0,
7561,"Shockley, William ",1949,1910,1989,Science,Phys,9.96,1,USA,USA,USA,0,2
7561,"Shockley, William ",1949,1910,1989,Science,Tech,16.35,1,USA,USA,USA,0,2
7564,"Sholes, Christopher ",1859,1819,1890,Science,Tech,6.83,0,USA,USA,USA,0,
13693,"Sholokhov, Mikhail",1945,1905,1984,Lit.West,,4.04,0,Russia,Russia,Slavic,0,
42620,"Shostakovich, Dmitri",1946,1906,1975,Music.West,,11.55,0,Russia,Russia,Slavic,0,
14063,Shoyo,1899,1859,1935,Lit.Japan,,57.25,0,Japan,Japan,Japanese,0,
42622,"Sibelius, Jean",1905,1865,1957,Music.West,,10.12,0,Finland,Finland,Finnish,0,
7580,"Sidgwick, Nevil ",1913,1873,1952,Science,Chem,3.19,0,Britain,Britain,English,0,
13699,"Sidney, Philip",1586,1554,1586,Lit.West,,11.45,0,Britain,Britain,English,0,
7588,"Siemens, Charles ",1863,1823,1883,Science,Tech,32.01,0,Germany,Britain,Germanic,0,
7589,"Siemens, Ernst ",1856,1816,1892,Science,Tech,25.36,0,Germany,Germany,Germanic,0,
13701,"Sienkiewicz, Henryk",1886,1846,1916,Lit.West,,6.50,0,Poland,Poland,Polish,0,
22467,"Signac, Paul",1903,1863,1935,Art.West,,4.43,0,France,France,French,0,
22468,"Signorelli, Luca",1481,1441,1523,Art.West,,7.45,0,Italy,Italy,Italian,0,
7598,"Sikorsky, Igor ",1929,1889,1972,Science,Tech,16.89,0,Russia,USA,Slavic,0,
13707,"Sillanpää, Frans ",1928,1888,1964,Lit.West,,3.74,0,Finland,Finland,Finnish,0,
13708,"Silone, Ignazio (Tranquilli)",1940,1900,1978,Lit.West,,4.27,0,Italy,Italy,Italian,0,
14684,Sima Qian,-114,-154,-87,Lit.China,,68.47,0,China,China,Chinese,0,
13807,Sima Xiangru,-139,-179,-117,Lit.China,,41.27,0,China,China,Chinese,0,
22471,Simone Martini,1324,1284,1344,Art.West,,20.62,0,Italy,Italy,Italian,0,
13714,Simonides of Ceos,-516,-556,-468,Lit.West,,4.44,0,Anc Greece,Anc Greece,Ancient Greek,0,
7615,"Simpson, James ",1851,1811,1870,Science,Medi,19.12,0,Britain,Britain,Scots,0,
42630,"Simpson, Thomas (composer)",1622,1582,1630,Music.West,,1.00,0,Britain,Germany,English,0,
7617,"Simpson, Thomas (math.)",1750,1710,1761,Science,Math,2.86,0,Britain,Britain,English,0,
13719,"Sinclair, Upton",1918,1878,1969,Lit.West,,3.79,0,USA,USA,USA,0,
42632,"Sinding, Christian",1896,1856,1941,Music.West,,1.33,0,Norway,Norway,Norwegian,0,
7623,"Singer, Isaac ",1851,1811,1875,Science,Tech,10.46,0,USA,USA,Jewish,0,
22475,"Siqueiros, David",1938,1898,1974,Art.West,,4.43,0,Latin Am,Latin Am,Latino,0,
22478,"Sisley, Alfred",1879,1839,1899,Art.West,,6.08,0,France,France,English,0,
7626,"Sitter, Willem de",1912,1872,1934,Science,Astr,6.01,0,Netherlands,Netherlands,Dutch,0,
22400,Skopas,-310,-350,,Art.West,,,0,Anc Greece,Anc Greece,Ancient Greek,0,
7640,"Slipher, Vesto ",1915,1875,1969,Science,Astr,,0,USA,USA,USA,0,
22482,"Sloan, John",1911,1871,1951,Art.West,,2.58,0,USA,USA,USA,0,
13742,"Slowacki, Juliusz",1849,1809,1849,Lit.West,,7.37,0,Poland,Poland,Polish,0,
22484,"Sluter, Claus",1380,1340,1406,Art.West,,15.12,0,Netherlands,France,Dutch,0,
7648,"Smeaton, John",1764,1724,1792,Science,Tech,37.16,0,Britain,Britain,English,0,
42646,"Smetana, Bedrich",1864,1824,1884,Music.West,,11.84,0,Czech,Czech,Czech,0,
22486,"Smith, David",1946,1906,1965,Art.West,,6.63,0,USA,USA,USA,0,
7679,"Smith, William",1809,1769,1839,Science,Eart,55.36,0,Britain,Britain,English,0,
13756,"Smollett, Tobias",1761,1721,1771,Lit.West,,6.25,0,Britain,Britain,Scots,0,
7688,"Snel, Willebrord",1620,1580,1626,Science,Phys,12.13,0,Netherlands,Netherlands,Dutch,0,
7694,"Snow, John",1853,1813,1858,Science,Medi,27.92,0,Britain,Britain,English,0,
