Serial,Name,Fl,Birth,Death,Inventory,ScienceField,Index,Duplicate,BirthCountry,WorkCountry,Ethnicity,Woman,No. of Inventories
13098,Bao Zhao,454,414,466,Lit.China,,5.16,0,China,China,Chinese,0,
10356,"Baratynsky, Evgeny",1840,1800,1844,Lit.West,,1.93,0,Russia,Russia,Slavic,0,
40160,"Barber, Samuel",1949,1910,1981,Music.West,,3.59,0,USA,USA,USA,0,
10360,"Barbey d’Aurevilly, Jules ",1848,1808,1889,Lit.West,,4.38,0,France,France,French,0,
10365,"Barbusse, Henri",1913,1873,1935,Lit.West,,1.97,0,France,France,French,0,
489,"Bardeen, John",1948,1908,1991,Science,Phys,17.07,0,USA,USA,USA,0,
496,"Barkla, Charles",1917,1877,1944,Science,Phys,10.84,0,Britain,Britain,English,0,
20181,"Barlach, Ernst",1910,1870,1938,Art.West,,6.26,0,Germany,Germany,Germanic,0,
503,"Barnard, Edward",1897,1857,1923,Science,Astr,26.28,0,USA,USA,USA,0,
10380,"Baroja y Nessi, Pio",1912,1872,1956,Lit.West,,3.26,0,Spain,Spain,Spanish,0,
10381,"Barres, Maurice",1902,1862,1923,Lit.West,,5.82,0,France,France,French,0,
516,"Barrow, Isaac",1670,1630,1677,Science,Math,16.61,0,Britain,Britain,English,0,
523,"Bartholin, Erasmus",1665,1625,1698,Science,Phys,11.67,0,Denmark,Denmark,Danish,0,
40171,"Bartók, Béla",1921,1881,1945,Music.West,,18.11,0,Hungary,Hungary,Hungarian,0,
20195,"Bartolommeo, Fra ",1512,1472,1517,Art.West,,4.26,0,Italy,Italy,Italian,0,
20197,"Barye, Antoine",1836,1796,1875,Art.West,,4.61,0,France,France,French,0,
10391,Basho (Matsuo Munefusa),1684,1644,1694,Lit.Japan,,100.00,0,Japan,Japan,Japanese,0,
10775,Bashshar ibn Burd,780,,,Lit.Arabic,,19.23,0,Arab World,Arab World,Arabic,0,
10392,"Basile, Giovanni",1615,1575,1632,Lit.West,,3.55,0,Italy,Italy,Italian,0,
20203,"Bassano, Jacopo",1557,1517,1592,Art.West,,5.88,0,Italy,Italy,Italian,0,
555,"Bateson, William",1901,1861,1926,Science,Biol,23.77,0,Britain,Britain,English,0,
20208,"Batoni, Pompeo",1748,1708,1787,Art.West,,2.85,0,Italy,Italy,Italian,0,
10398,"Baudelaire, Charles",1861,1821,1867,Lit.West,,27.91,0,France,France,French,0,
566,"Bauhin, Gaspard",1600,1560,1624,Science,Biol,5.30,0,Switzerland,Switzerland,French,0,
573,"Bawden, Frederick",1948,1908,1972,Science,Biol,8.56,0,Britain,Britain,English,0,
40182,"Bax, Arnold (Trevor)",1923,1883,1953,Music.West,,2.78,0,Britain,Britain,English,0,
576,"Bayer, Johann",1612,1572,1625,Science,Astr,6.08,0,Germany,Germany,Germanic,0,
30207,"Bayle, Pierre",1687,1647,1706,Phil.West,,2.02,0,France,Netherlands,French,0,
582,"Bayliss, William",1900,1860,1924,Science,Biol,15.82,0,Britain,Britain,English,0,
585,"Beadle, George",1943,1903,1989,Science,Biol,14.48,0,USA,USA,Jewish,0,
20217,"Beardsley, Aubrey",1898,1872,1898,Art.West,,7.75,0,Britain,Britain,English,0,
590,"Beaufort, Francis",1814,1774,1857,Science,Eart,4.52,0,Britain,Britain,Irish,0,
10411,"Beaumarchais, Pierre de",1772,1732,1799,Lit.West,,8.93,0,France,France,French,0,
10412,"Beaumont, Francis",1616,1584,1616,Lit.West,,4.24,0,Britain,Britain,English,0,
592,"Beaumont, William",1825,1785,1853,Science,Biol,10.45,0,USA,USA,USA,0,
11218,"Beauvoir, Simone de",1948,1908,1986,Lit.West,,3.61,0,France,France,French,1,
20223,"Beccafumi, Domenico",1526,1486,1551,Art.West,,1.87,0,Italy,Italy,Italian,0,
597,"Becher, Johann",1675,1635,1682,Science,Chem,11.35,0,Germany,Germany,Germanic,0,
40187,"Beck, Conrad",1941,1901,1989,Music.West,,1.00,0,Switzerland,Switzerland,Germanic,0,
10417,"Beckett, Samuel",1946,1906,1989,Lit.West,,11.75,0,Britain,France,Irish,0,
10418,"Beckford, William",1799,1759,1844,Lit.West,,1.62,0,Britain,Britain,English,0,
20225,"Beckmann, Max",1924,1884,1950,Art.West,,7.11,0,Germany,Germany,Jewish,0,
10419,"Becque, Henri",1877,1837,1899,Lit.West,,3.84,0,France,France,French,0,
10420,"Bécquer, Gustavo",1870,1836,1870,Lit.West,,4.56,0,Spain,Spain,Germanic,0,
608,"Becquerel, Alexandre",1860,1820,1891,Science,Phys,7.81,0,France,France,French,0,
610,"Becquerel, Antoine",1892,1852,1908,Science,Phys,27.64,0,France,France,French,0,
614,"Beddoes, Thomas",1800,1760,1808,Science,Medi,16.92,0,Britain,Britain,English,0,
617,"Beebe, Charles",1917,1877,1962,Science,Tech,8.19,0,USA,USA,USA,0,
40191,"Beethoven, Ludwig van",1810,1770,1827,Music.West,,100.00,0,Germany,Austria,Germanic,0,
622,"Beguin, Jean",1590,1550,1620,Science,Chem,2.61,0,France,France,French,0,
20230,"Behrens, Peter",1908,1868,1940,Art.West,,6.51,0,Germany,Germany,Germanic,0,
628,"Behring, Emil von",1894,1854,1917,Science,Medi,43.78,0,Germany,Germany,Germanic,0,
631,"Beijerinck, Martinus",1891,1851,1931,Science,Biol,16.09,0,Netherlands,Netherlands,Dutch,0,
636,"Békésy, Georg von",1939,1899,1972,Science,Biol,3.43,0,Hungary,USA,Hungarian,0,
643,"Bell, Alexander",1887,1847,1922,Science,Tech,24.74,0,Britain,USA,Scots,0,
644,"Bell, Charles",1814,1774,1842,Science,Medi,15.98,0,Britain,Britain,Scots,0,
650,"Bell, Patrick",1839,1799,1869,Science,Tech,11.01,0,Britain,Britain,Scots,0,
10438,"Bellay, Joachim du",1560,1522,1560,Lit.West,,7.49,0,France,France,French,0,
20237,"Bellini, Gentile",1469,1429,1507,Art.West,,4.00,0,Italy,Italy,Italian,0,
20238,"Bellini, Giovanni",1470,1430,1516,Art.West,,28.74,0,Italy,Italy,Italian,0,
20239,"Bellini, Jacopo",1440,1400,1470,Art.West,,3.91,0,Italy,Italy,Italian,0,
40195,"Bellini, Vincenzo",1835,1801,1835,Music.West,,9.26,0,Italy,Italy,Italian,0,
10442,"Bellman, Carl",1780,1740,1795,Lit.West,,5.74,0,Sweden,Sweden,Swedish,0,
20240,"Bellotto, Bernardo",1760,1720,1780,Art.West,,3.01,0,Italy,Italy,Italian,0,
20241,"Bellows, George",1922,1882,1925,Art.West,,1.67,0,USA,USA,USA,0,
663,"Belon, Pierre",1557,1517,1564,Science,Biol,15.66,0,France,France,French,0,
667,"Beltrami, Eugenio",1875,1835,1899,Science,Math,5.81,0,Italy,Italy,Italian,0,
10447,"Bely, Andrei (Bugayev)",1920,1880,1934,Lit.West,,7.70,0,Russia,Russia,Slavic,0,
10448,"Bembo, Pietro",1510,1470,1547,Lit.West,,3.45,0,Italy,Italy,Italian,0,
10451,"Benavente y Martinez, Jacinto",1906,1866,1954,Lit.West,,3.27,0,Spain,Spain,Spanish,0,
40199,"Benda, Georg  (Antonín)",1762,1722,1795,Music.West,,2.16,0,Czech,Germany,Czech,0,
672,"Beneden, Edouard",1886,1846,1910,Science,Biol,19.61,0,Belgium,Belgium,Flemish,0,
20246,Benedetto da Maiano,1482,1442,1497,Art.West,,1.33,0,Italy,Italy,Italian,0,
40203,"Benevoli, Orazio",1645,1605,1672,Music.West,,1.52,0,Italy,Italy,French,0,
10460,"Benn, Gottfried",1926,1886,1956,Lit.West,,4.07,0,Germany,Germany,Germanic,0,
10461,"Bennett, Arnold",1907,1867,1931,Lit.West,,4.26,0,Britain,Britain,English,0,
40208,"Benoit, Peter",1874,1834,1901,Music.West,,1.00,0,Belgium,Belgium,Flemish,0,
20250,Benozzo (Gozzoli),1460,1420,1497,Art.West,,3.89,0,Italy,Italy,Italian,0,
30221,"Bentham, Jeremy",1788,1748,1822,Phil.West,,6.75,0,Britain,Britain,English,0,
20251,"Benton, Thomas",1929,1889,1975,Art.West,,1.77,0,USA,USA,USA,0,
699,"Benz, Carl",1884,1844,1929,Science,Tech,18.15,0,Germany,Germany,Germanic,0,
10470,"Beranger, Pierre",1820,1780,1857,Lit.West,,2.58,0,France,France,French,0,
40213,"Berg, Alban",1925,1885,1935,Music.West,,14.47,0,Austria,Austria,Germanic,0,
706,"Berg, Otto",1925,,,Science,Phys,7.27,0,Germany,Germany,Germanic,0,
10475,"Bergengruen, Werner",1932,1892,1962,Lit.West,,2.47,0,Germany,Germany,Germanic,0,
709,"Berger, Johannes",1913,1873,1941,Science,Science,,0,Germany,Germany,Germanic,0,
714,"Bergius, Friedrich",1924,1884,1949,Science,Chem,5.22,0,Germany,Germany,Germanic,0,
718,"Bergmann, Torbern ",1775,1735,1784,Science,Chem,14.38,0,Sweden,Sweden,Swedish,0,
30225,"Bergson, Henri",1899,1859,1941,Phil.West,,9.56,0,France,France,Jewish,0,
30227,"Berkeley, George",1725,1685,1753,Phil.West,,20.87,0,Britain,Britain,Irish,0,
40220,"Berlin, Irving",1928,1888,1989,Music.West,,1.46,0,Russia,USA,Jewish,0,
20259,"Berlinghieri, Berlinghiero",1240,1200,1243,Art.West,,3.22,0,Italy,Italy,Italian,0,
40221,"Berlioz, Hector",1843,1803,1869,Music.West,,40.60,0,France,France,French,0,
730,"Bernal, John",1941,1901,1971,Science,Chem,5.50,0,Britain,Britain,Irish,0,
10482,"Bernanos, Georges",1928,1888,1948,Lit.West,,8.69,0,France,France,French,0,
30229,Bernard of Clairvaux,1131,1091,1153,Phil.West,,1.14,0,France,France,French,0,
731,"Bernard, Claude",1853,1813,1878,Science,Biol,44.63,1,France,France,French,0,2
731,"Bernard, Claude",1853,1813,1878,Science,Medi,24.02,1,France,France,French,0,2
20264,"Bernard, Emile",1908,1868,1941,Art.West,,4.82,0,France,France,French,0,
10490,Bernart de Ventadorn,1180,1140,1190,Lit.West,,4.18,0,France,France,French,0,
40227,"Bernhard, Christoph",1668,1628,1692,Music.West,,1.35,0,Germany,Germany,Germanic,0,
20266,"Bernini, Gian Lorenzo",1638,1598,1680,Art.West,,53.38,0,Italy,Italy,Italian,0,
743,"Bernoulli, Daniel",1740,1700,1782,Science,Math,6.24,0,Switzerland,Switzerland,French,0,
744,"Bernoulli, Jakob I",1694,1654,1705,Science,Math,40.15,0,Switzerland,Switzerland,French,0,
746,"Bernoulli, Johann I",1707,1667,1748,Science,Math,20.45,0,Switzerland,Switzerland,French,0,
749,"Bernoulli, Nikolaus I",1727,1687,1759,Science,Math,5.32,0,Switzerland,Switzerland,French,0,
20268,"Berruguete, Alonso",1528,1488,1561,Art.West,,1.82,0,Spain,Italy,Spanish,0,
20269,"Berruguete, Pedro",1490,1450,1504,Art.West,,2.29,0,Spain,Italy,Spanish,0,
764,"Berthelot, Pierre",1867,1827,1907,Science,Chem,12.03,0,France,France,French,0,
767,"Berthollet, Claude",1788,1748,1822,Science,Chem,28.91,0,France,France,French,0,
20270,Bertoldo di Giovanni,1460,1420,1491,Art.West,,2.15,0,Italy,Italy,Italian,0,
40232,"Berton, Henri",1807,1767,1844,Music.West,,1.41,0,France,France,French,0,
10497,Bertrand de Born,1180,1140,1215,Lit.West,,3.13,0,France,France,French,0,
40235,"Berwald, Franz Adolf",1836,1796,1868,Music.West,,2.00,0,Sweden,Sweden,Swedish,0,
779,"Berzelius, Jöns",1819,1779,1848,Science,Chem,66.71,0,Sweden,Sweden,Swedish,0,
40236,"Besard, Jean",1607,1567,1625,Music.West,,1.00,0,France,Germany,French,0,
781,"Bessel, Friedrich",1824,1784,1846,Science,Astr,39.35,0,Germany,Germany,Germanic,0,
782,"Bessemer, Henry",1853,1813,1898,Science,Tech,33.76,0,Britain,Britain,English,0,
784,"Best, Charles ",1939,1899,1978,Science,Medi,19.00,0,USA,Canada,USA,0,
786,"Bethe, Hans ",1946,1906,,Science,Phys,11.83,0,Germany,USA,Jewish,0,
798,"Bhabha, Homi ",1949,1909,1966,Science,Phys,2.09,0,India,India,Indian,0,
10514,"Bharati, C. Subramania",1921,1882,1921,Lit.India,,,0,India,India,Indian,0,
10515,Bharavi,600,,,Lit.India,,7.72,0,India,India,Indian,0,
10516,Bhartrhari,460,,,Lit.India,,27.32,1,India,India,Indian,0,2
30240,Bhartrhari,460,,,Phil.India,,10.40,1,India,India,Indian,0,2
10517,Bhasa,250,,,Lit.India,,22.99,0,India,India,Indian,0,
800,Bhaskara II,1154,1114,1185,Science,Math,12.63,0,India,India,Indian,0,
10520,Bhatti,600,,,Lit.India,,4.74,0,India,India,Indian,0,
10521,Bhavabhuti,730,,,Lit.India,,21.26,0,India,India,Indian,0,
30243,Bhavya,530,490,570,Phil.India,,3.03,0,India,India,Indian,0,
14511,Bhoja,1025,,,Lit.India,,4.13,0,India,India,Indian,0,
22124,Bian Wenjin,1420,,,Art.China,,4.61,0,China,China,Chinese,0,
10524,Bibbiena (Dovizi),1510,1470,1520,Lit.West,,1.15,0,Italy,Italy,Italian,0,
40240,"Biber, Heinrich von",1684,1644,1704,Music.West,,2.13,0,Czech,Austria,Czech,0,
807,"Bichat, Marie ",1802,1771,1802,Science,Biol,14.87,0,France,France,French,0,
814,"Biermann, Ludwig",1947,1907,1986,Science,Astr,5.70,0,Germany,Germany,Germanic,0,
10535,"Bilderdijk, Willem",1796,1756,1831,Lit.West,,1.23,0,Netherlands,Netherlands,Dutch,0,
10536,Bilhana,1080,,,Lit.India,,8.43,0,India,India,Indian,0,
823,"Billroth, Christian ",1869,1829,1894,Science,Medi,13.45,0,Germany,Austria,Germanic,0,
14170,Bin (Ueda Bin),1914,1874,1916,Lit.Japan,,13.08,0,Japan,Japan,Japanese,0,
40242,"Binchois, Gilles",1440,1400,1460,Music.West,,6.40,0,Belgium,Netherlands,Dutch,0,
825,"Binet, Alfred",1897,1857,1911,Science,Science,,0,France,France,French,0,
14655,Bing Xin (Xie Wanying),1942,1902,,Lit.China,,,0,China,China,Chinese,1,
20279,"Bingham, George",1851,1811,1879,Art.West,,5.11,0,USA,USA,USA,0,
830,"Biot, Jean",1814,1774,1862,Science,Phys,13.52,0,France,France,French,0,
836,"Birdseye, Clarence",1926,1886,1956,Science,Tech,7.70,0,USA,USA,USA,0,
839,"Biringuccio, Vanuccio",1520,1480,1539,Science,Chem,10.07,0,Italy,Italy,Italian,0,
841,"Birkhoff, George",1924,1884,1944,Science,Math,5.73,0,USA,USA,USA,0,
843,Biro Brothers,1938,,,Science,Tech,9.74,0,Hungary,Latin Am,Jewish,0,
10548,"Bitzius, Albert",1837,1797,1854,Lit.West,,6.85,0,Switzerland,Switzerland,Germanic,0,
40245,"Bizet, Georges",1875,1838,1875,Music.West,,10.32,0,France,France,French,0,
859,"Bjerknes, Jakob ",1937,1897,1975,Science,Eart,17.58,0,Norway,USA,Norwegian,0,
860,"Bjerknes, Vilhelm",1902,1862,1951,Science,Eart,29.26,0,Norway,Norway,Norwegian,0,
10551,"Bjørnson, Bjørnstjerne ",1872,1832,1910,Lit.West,,12.98,0,Norway,Norway,Norwegian,0,
40247,"Blacher, Boris",1943,1903,1975,Music.West,,2.29,0,Germany,Germany,Germanic,0,
870,"Black, Joseph",1768,1728,1799,Science,Chem,32.46,0,Britain,Britain,Scots,0,
10558,"Blake, William",1797,1757,1827,Lit.West,,11.21,1,Britain,Britain,English,0,2
20287,"Blake, William",1797,1757,1827,Art.West,,11.68,1,Britain,Britain,English,0,2
883,"Blalock, Alfred",1939,1899,1964,Science,Medi,9.92,0,USA,USA,USA,0,
886,"Blanchard, Jean",1793,1753,1809,Science,Tech,14.97,0,France,France,French,0,
897,"Blériot, Louis",1912,1872,1936,Science,Tech,11.57,0,France,France,French,0,
10565,"Blicher, Steen",1822,1782,1848,Lit.West,,1.44,0,Denmark,Denmark,Danish,0,
40256,"Bliss, Arthur (Drummond)",1931,1891,1975,Music.West,,1.97,0,Britain,Britain,English,0,
40259,"Bloch, Ernest",1920,1880,1959,Music.West,,3.18,0,Switzerland,USA,Jewish,0,
904,"Bloch, Felix",1945,1905,1983,Science,Phys,14.30,0,Switzerland,USA,Jewish,0,
10570,"Blok, Aleksandr",1920,1880,1921,Lit.West,,11.31,0,Russia,Russia,Slavic,0,
40263,"Blow, John",1689,1649,1708,Music.West,,3.92,0,Britain,Britain,English,0,
916,"Blumenbach, Johann",1792,1752,1840,Science,Eart,19.06,0,Germany,Germany,Germanic,0,
13220,Bo Juyi (Bo Lotian),812,772,846,Lit.China,,85.55,0,China,China,Chinese,0,
10579,"Boccaccio, Giovanni",1353,1313,1375,Lit.West,,35.42,0,Italy,Italy,Italian,0,
40264,"Boccherini, Luigi",1783,1743,1805,Music.West,,4.20,0,Italy,Italy,Italian,0,
20295,"Boccioni, Umberto",1916,1882,1916,Art.West,,13.46,0,Italy,Italy,Italian,0,
20297,"Böcklin, Arnold",1867,1827,1901,Art.West,,3.95,0,Switzerland,Switzerland,Germanic,0,
927,"Bode, Johann",1787,1747,1826,Science,Astr,12.29,0,Germany,Germany,Germanic,0,
30268,"Boehme, Jacob",1615,1575,1624,Phil.West,,1.99,0,Germany,Germany,Germanic,0,
933,"Böerhaave, Hermann",1708,1668,1738,Science,Medi,29.20,0,Netherlands,Netherlands,Dutch,0,
40268,"Boësset, Antoine de",1626,1586,1643,Music.West,,1.19,0,France,France,French,0,
30269,"Boethius, Anicius",520,480,524,Phil.West,,4.82,0,Rome,Rome,Ancient Roman,0,
40270,"Böhm, Georg",1701,1661,1733,Music.West,,1.73,0,Germany,Germany,Germanic,0,
10586,"Böhme, Jakob",1615,1575,1624,Lit.West,,5.62,0,Germany,Germany,Germanic,0,
952,"Bohr, Niels",1925,1885,1962,Science,Phys,51.66,0,Denmark,Denmark,Jewish,0,
10592,"Boiardo, Matteo ",1481,1441,1494,Lit.West,,5.75,0,Italy,Italy,Italian,0,
40271,"Boieldieu, Adrien",1815,1775,1834,Music.West,,4.92,0,France,France,French,0,
10593,"Boileau-Despreaux, Nicolas",1676,1636,1711,Lit.West,,18.79,0,France,France,French,0,
953,"Boisbaudran, Paul de",1878,1838,1912,Science,Chem,12.06,0,France,France,French,0,
40273,"Boito, Arrigo",1882,1842,1918,Music.West,,3.20,0,Italy,France,Italian,0,
965,"Boltwood, Bertram ",1910,1870,1927,Science,Chem,5.72,0,USA,USA,USA,0,
966,"Boltzmann, Ludwig ",1884,1844,1906,Science,Phys,29.14,0,Austria,Austria,Germanic,0,
968,"Bolyai, János ",1842,1802,1860,Science,Math,15.44,0,Slovakia,Hungary,Slavic,0,
970,"Bolzano, Bernardus ",1821,1781,1848,Science,Math,14.29,0,Czech,Czech,Italian,0,
971,"Bombelli, Rafael",1566,1526,1572,Science,Math,11.85,0,Italy,Italy,Italian,0,
30276,"Bonaventura, St.",1261,1221,1274,Phil.West,,7.59,0,Italy,Italy,Italian,0,
976,"Bond, George ",1865,1825,1865,Science,Astr,11.74,0,USA,USA,USA,0,
977,"Bond, William ",1829,1789,1859,Science,Astr,9.49,0,USA,USA,English,0,
20305,"Bonheur, Rosa",1862,1822,1899,Art.West,,1.35,0,France,France,French,1,
20309,"Bonnard, Pierre",1907,1867,1947,Art.West,,7.01,0,France,France,French,0,
982,"Bonnet, Charles",1760,1720,1793,Science,Biol,18.75,0,Switzerland,Switzerland,French,0,
40280,"Bononcini, Giovanni ",1710,1670,1747,Music.West,,2.88,0,Italy,Italy,Italian,0,
991,"Boole, George",1855,1815,1864,Science,Math,19.41,0,Britain,Britain,English,0,
995,"Booth, Herbert ",1911,1871,1955,Science,Tech,6.80,0,Britain,Britain,English,0,
1000,"Bordet, Jules ",1910,1870,1961,Science,Biol,1.66,0,Belgium,Belgium,Flemish,0,
1002,"Borel, Felix ",1911,1871,1956,Science,Math,8.43,0,France,France,French,0,
1005,"Borelli, Giovanni ",1648,1608,1679,Science,Biol,18.42,0,Italy,Italy,Italian,0,
10622,"Borges, Jorge ",1940,1900,1986,Lit.West,,2.75,0,Latin Am,Latin Am,Latino,0,
1009,"Born, Max",1922,1882,1970,Science,Phys,20.18,0,Germany,Germany,Jewish,0,
40286,"Borodin, Alexander",1873,1833,1887,Music.West,,8.18,0,Russia,Russia,Slavic,0,
40288,"Bortniansky, Dmitry ",1791,1751,1825,Music.West,,1.00,0,Russia,Russia,Slavic,0,
10627,"Boscán, Juan ",1530,1490,1542,Lit.West,,3.05,0,Spain,Spain,Spanish,0,
1021,"Bosch, Carl",1914,1874,1940,Science,Tech,14.31,0,Germany,Germany,Germanic,0,
20318,"Bosch, Hieronmymus",1490,1450,1516,Art.West,,23.17,0,Netherlands,Netherlands,Dutch,0,
1025,"Bose, Satyendranath",1934,1894,1974,Science,Phys,5.24,0,India,India,Indian,0,
10630,"Bossuet, Jacques ",1667,1627,1704,Lit.West,,10.25,0,France,France,French,0,
1032,"Bothe, Walther ",1931,1891,1957,Science,Phys,8.04,0,Germany,Germany,Germanic,0,
1036,"Böttger, Johann ",1719,1682,1719,Science,Tech,9.63,0,Germany,Germany,Germanic,0,
20323,Botticelli (Filipepi),1484,1444,1510,Art.West,,30.64,0,Italy,Italy,Italian,0,
20327,"Boucher, Francois",1743,1703,1770,Art.West,,16.84,0,France,France,French,0,
20329,"Boudin, Eugene",1864,1824,1898,Art.West,,3.06,0,France,France,French,0,
1053,"Boulton, Matthew",1768,1728,1809,Science,Tech,17.76,0,Britain,Britain,English,0,
1056,"Bourbaki, Nicolas (pseud.)",1949,,,Science,Math,6.25,0,France,France,French,0,
40299,"Bourgeois, Loys",1550,1510,1560,Music.West,,1.37,0,France,France,French,0,
10643,"Bourget, Paul",1892,1852,1935,Lit.West,,6.22,0,France,France,French,0,
1066,"Boussingault, Jean ",1842,1802,1887,Science,Chem,3.89,0,France,France,French,0,
20340,"Bouts, Dieric",1455,1415,1475,Art.West,,6.17,0,Netherlands,Netherlands,Dutch,0,
1070,"Boveri, Theodor",1902,1862,1915,Science,Biol,16.15,0,Germany,Germany,Germanic,0,
1071,"Bovet, Daniel",1947,1907,1992,Science,Medi,20.33,0,Switzerland,Italy,French,0,
1076,"Bowen, Norman ",1927,1887,1956,Science,Eart,4.36,0,Canada,Canada,English,0,
40303,"Boyce, William",1751,1711,1779,Music.West,,1.77,0,Britain,Britain,English,0,
1088,"Boyle, Robert",1667,1627,1691,Science,Chem,41.46,1,Germany,Britain,Germanic,0,2
1088,"Boyle, Robert",1667,1627,1691,Science,Tech,4.32,1,Germany,Britain,Germanic,0,2
30290,"Bradley, Francis",1886,1846,1924,Phil.West,,4.05,0,Britain,Britain,English,0,
1097,"Bradley, James",1733,1693,1762,Science,Astr,14.44,0,Britain,Britain,English,0,
1100,"Bradwardine, Thomas",1330,1290,1349,Science,Math,3.52,0,Britain,Britain,English,0,
1102,"Bragg, W. Henry",1902,1862,1942,Science,Phys,15.37,0,Britain,Britain,English,0,
1103,"Bragg, W. Lawrence",1930,1890,1971,Science,Phys,16.36,0,Australia,Britain,Australian,0,
1104,"Brahe, Tycho",1586,1546,1601,Science,Astr,68.43,0,Denmark,Denmark,Danish,0,
1107,Brahmagupta,638,598,665,Science,Math,13.67,0,India,India,Indian,0,
40307,"Brahms, Johannes",1873,1833,1897,Music.West,,35.19,0,Germany,Germany,Germanic,0,
1111,"Bramah, Joseph",1788,1748,1814,Science,Tech,15.34,0,Britain,Britain,English,0,
20350,Bramantino (Suardi),1500,1460,1536,Art.West,,1.91,0,Italy,Italy,Italian,0,
20351,"Brancusi, Constantin",1916,1876,1957,Art.West,,14.57,0,Balkans,France,Romanian,0,
1115,"Brand, Hennig",1650,,,Science,Chem,4.88,0,Germany,Germany,Germanic,0,
1119,"Brandt, Georg",1734,1694,1768,Science,Eart,17.16,0,Sweden,Sweden,Swedish,0,
1121,"Branly, Édouard",1884,1844,1940,Science,Tech,11.16,0,France,France,French,0,
10676,"Brant, Sebastian ",1497,1457,1521,Lit.West,,5.25,0,Germany,Switzerland,Germanic,0,
10677,"Brantome, Pierre",1580,1540,1614,Lit.West,,2.01,0,France,France,French,0,
20353,"Braque, Georges",1922,1882,1963,Art.West,,27.08,0,France,France,French,0,
1125,"Brattain, Walter ",1942,1902,1987,Science,Phys,10.12,0,USA,USA,USA,0,
1128,"Braun, Karl ",1890,1850,1918,Science,Phys,9.09,1,Germany,Germany,Germanic,0,2
1128,"Braun, Karl ",1890,1850,1918,Science,Tech,8.04,1,Germany,Germany,Germanic,0,2
10682,"Brecht, Bertolt",1938,1898,1956,Lit.West,,17.24,0,Germany,Germany,Germanic,0,
10685,"Brederode, Gerbrand",1618,1585,1618,Lit.West,,2.58,0,Netherlands,Netherlands,Dutch,0,
10687,"Breitinger, Johann ",1740,,,Lit.West,,1.93,0,Switzerland,Switzerland,Germanic,0,
10693,"Brentano, Clemens ",1818,1778,1842,Lit.West,,12.71,0,Germany,Germany,Germanic,0,
10696,"Breton, Andre",1936,1896,1966,Lit.West,,8.66,0,France,France,French,0,
1153,"Bretonneau, Pierre",1818,1778,1862,Science,Medi,10.03,0,France,France,French,0,
1155,"Breuer, Josef",1882,1842,1925,Science,Medi,24.76,0,Austria,Austria,Jewish,0,
1158,"Brewster, David",1821,1781,1868,Science,Phys,8.01,0,Britain,Britain,Scots,0,
10699,"Brezina, Otokar",1908,1868,1929,Lit.West,,2.33,0,Czech,Czech,Czech,0,
1161,"Bridges, Calvin",1929,1889,1938,Science,Biol,22.11,0,USA,USA,USA,0,
1162,"Bridgman, Percy",1922,1882,1961,Science,Phys,5.18,0,USA,USA,USA,0,
1163,"Briggs, Henry",1601,1561,1630,Science,Math,14.77,0,Britain,Britain,English,0,
1167,"Bright, Richard",1829,1789,1858,Science,Medi,20.33,0,Britain,Britain,English,0,
1185,"Broca, Pierre",1864,1824,1880,Science,Medi,22.47,0,France,France,French,0,
10709,"Broch, Hermann",1926,1886,1951,Lit.West,,3.77,0,Austria,Austria,Jewish,0,
10711,"Brod, Max",1924,1884,1968,Lit.West,,2.62,0,Czech,Czech,Jewish,0,
